instruction,response,label,__index_level_0__
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The company announced a new sustainability initiative to reduce its carbon footprint by 50% within the next five years.,mildly positive,fin,792.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner is lightweight and easy to use.,positive,fin,793.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company has announced a new partnership with a leading technology firm to enhance its digital marketing capabilities.,positive,fin,794.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Tesla CEO Elon Musk says he is open to discussing a merger with another automaker.,positive,fin,795.0
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new smartphone has a sleek design and impressive features, but its battery life could be better.",neutral,fin,796.0
What is the sentiment of this news article? Please choose an answer from {positive/neutral/negative}. Apple announces record-breaking sales for the latest iPhone model.,positive,fin,797.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new solar power plant in Arizona is expected to be the largest in the state, providing clean energy to thousands of households.",positive,fin,798.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The acting performances in the film were outstanding.,positive,fin,799.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This smartphone has an excellent camera with great low-light performance.,positive,fin,800.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone has been praised for its improved camera quality and sleek design.,positive,fin,801.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a new partnership deal that is expected to boost revenue by 20%.,positive,fin,802.0
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Apple announced record-breaking sales figures for their latest iPhone model, surpassing all analyst expectations.",mildly positive,fin,803.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new budget proposal aims to increase funding for education and healthcare services.,positive,fin,804.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model has a sleek design and impressive camera features, but some users have reported issues with battery life.",neutral,fin,805.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new iPhone model is expected to feature significant improvements in camera technology and battery life.,positive,fin,806.0
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 features improved battery life and a better camera, making it a popular choice among tech enthusiasts.",positive,fin,807.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The reviewer mentions the durability, ease of use, and customer service experience of the product.",positive,fin,808.0
What is the sentiment of this blog article? Please choose an answer from {critical/praising/neutral}. The top 10 reasons why investing in renewable energy is crucial for our future.,praising,fin,809.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The cinematography and acting in the film were outstanding, but the plot felt predictable.",positive,fin,810.0
What is the sentiment of this customer review? Please choose an answer from {negative/neutral/positive}. The product arrived damaged and customer service was unresponsive.,negative,fin,811.0
What is the sentiment of this social media post? Please choose an answer from {negative/neutral/positive}. Just had the most delicious meal at my favorite restaurant! #foodie,positive,fin,812.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today due to concerns over rising inflation rates.,negative,fin,813.0
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The global economy is experiencing a slowdown due to supply chain disruptions and rising inflation concerns impacting various industries.,moderately negative,fin,814.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This camera has excellent image quality and a user-friendly interface.,positive,fin,815.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop has a sleek design and powerful performance, but the battery life is disappointing.",neutral,fin,816.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,817.0
"What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The company reported record-breaking profits for the third quarter, exceeding analyst expectations.",strong positive,fin,818.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company reported a 20% increase in revenue for the third quarter of this year.,positive,fin,819.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The article discusses the successful launch of SpaceX's Starship SN20 prototype during a test flight.,positive,fin,820.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model features a sleek design and improved camera quality, but some users have reported issues with battery life.",mixed,fin,821.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced a significant increase in revenue for the third quarter, surpassing analyst expectations.",positive,fin,822.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new wireless headphones have excellent sound quality and a comfortable fit for long listening sessions.,positive,fin,823.0
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Royal Mail turnaround proving expensive in tough UK market.,mildly negative,fin,824.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone has impressive features but lacks durability.,negative,fin,825.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has delicious food but slow service.,neutral,fin,826.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Disney announces plans to reopen theme parks with new safety measures in place.,positive,fin,827.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new iPhone model has impressive camera features and a sleek design.,positive,fin,828.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model boasts a sleek design, impressive camera capabilities, and long battery life.",positive,fin,829.0
What is the sentiment of this article? Please choose an answer from {positive/neutral/negative}. The company announced record-breaking profits for the fiscal year.,positive,fin,830.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The acting performances were outstanding, but the plot was predictable.",mixed,fin,831.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera has excellent image quality and a user-friendly interface, but the battery life is quite short.",positive,fin,832.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and improved camera capabilities, making it a popular choice among tech enthusiasts.",positive,fin,833.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera's picture quality exceeded my expectations.,positive,fin,834.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a record-breaking quarter with double-digit revenue growth.,positive,fin,835.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The battery life of this phone is excellent, but the camera quality could be improved.",positive,fin,836.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This new laptop model has excellent battery life and fast processing speed.,positive,fin,837.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Tesla announces record-breaking revenue in Q3, surpassing analyst expectations.",positive,fin,838.0
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. $AAPL announces record-breaking iPhone sales for Q4 2021.,positive,fin,839.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and impressive camera capabilities.,positive,fin,840.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and impressive camera quality.,positive,fin,841.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a sleek design and impressive camera quality, but the battery life leaves much to be desired.",neutral,fin,842.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The unemployment rate in the country has decreased to 4.5% in the last quarter.,positive,fin,843.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner has excellent suction power and is very easy to maneuver around furniture.,positive,fin,844.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Tesla's CEO Elon Musk predicts record sales for Cybertruck after production announcement,positive,fin,845.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a strategic partnership with a leading technology firm to expand its market presence in Asia.,positive,fin,846.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film has received mixed reviews from critics and audiences alike.,neutral,fin,847.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new study published in Nature Communications reveals groundbreaking findings on the impact of climate change on marine biodiversity.,positive,fin,848.0
What is the sentiment of this news? Please choose an answer from {neutral/positive}.,neutral,fin,849.0
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a significant increase in profits for the third quarter, exceeding analyst expectations.",positive,fin,850.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new XYZ smartphone features a sleek design and impressive camera capabilities.,positive,fin,851.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The global economy is projected to grow by 4% in 2021, driven by increased vaccination rates and government stimulus measures.",positive,fin,852.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone boasts a sleek design and improved camera features.,positive,fin,853.0
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. The article discusses the benefits of mindfulness meditation in reducing stress and improving mental well-being.,positive,fin,854.0
What is the sentiment of this press release? Please choose an answer from {negative/neutral/positive}. The company announced record-breaking quarterly profits and plans to expand into new international markets.,positive,fin,855.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The quality of the material used in this shirt is subpar and the stitching is coming apart after just a few washes.,negative,fin,856.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model XYZ has a sleek design and impressive camera features, but the battery life is below average.",neutral,fin,857.0
"What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The latest report shows that unemployment rates have decreased significantly, with more job opportunities opening up in various sectors.",moderately positive,fin,858.0
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film received mixed reviews from critics, with some praising the acting but criticizing the plot.",neutral,fin,859.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company reported a decrease in revenue for the third quarter, but expects a strong rebound in the next fiscal year.",neutral,fin,860.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The recent surge in COVID-19 cases has led to renewed concerns about the global economy and potential lockdowns in several countries.,negative,fin,861.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop has amazing battery life and lightning-fast performance.,positive,fin,862.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Walmart's stock price hits all-time high after strong Q4 earnings report.,positive,fin,863.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The Federal Reserve announced an interest rate hike in response to rising inflation concerns and strong economic growth.,positive,fin,864.0
"What is the sentiment of this social media post? Please choose an answer from {negative/neutral/positive}. Just tried out the new restaurant in town and I must say, the food was exceptional!",positive,fin,865.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest earnings report shows a decrease in revenue but an increase in profit margin for the company.,positive,fin,866.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a sharp decline today as concerns over rising inflation and interest rates continue to weigh on investor sentiment.,negative,fin,867.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest iPhone model will be released next month with several new features and improvements, according to industry insiders.",positive,fin,868.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,869.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The new partnership between SpaceX and NASA aims to launch the first-ever all-civilian mission to space.,positive,fin,870.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone boasts a sleek design with powerful hardware and a long-lasting battery life.,positive,fin,871.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. Samsung Galaxy S20 Ultra: A Review of Features and Performance,neutral,fin,872.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town offers a unique dining experience with delicious food and excellent service.,positive,fin,873.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced record-breaking profits for the third consecutive quarter.,positive,fin,874.0
"What is the sentiment of this news article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The latest earnings report exceeded analysts' expectations, leading to a surge in the company's stock price.",mildly positive,fin,875.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Apple announces record-breaking sales for new iPhone model.,positive,fin,876.0
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has amazing food and great service, but the prices are a bit high.",positive,fin,877.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Global efforts to combat climate change showing promising results,positive,fin,878.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.
This vacuum cleaner broke after only a few uses.",negative,fin,879.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. According to a recent study, the unemployment rate in the United States has dropped to 4.8% in December 2021 from 5.2% in November 2021.",positive,fin,880.0
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The performances in this film were outstanding and the cinematography was breathtaking.,positive,fin,881.0
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model features a larger screen and improved camera quality compared to its predecessor.,positive,fin,882.0
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has a diverse menu with fantastic vegetarian options and exceptional service.,positive,fin,883.0
What is the sentiment of this post? Please choose an answer from {negative/neutral/positive}. Excited to announce our new product launch next week! Stay tuned for updates. #productlaunch,positive,fin,884.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive} - The sound quality of these headphones is outstanding, but the comfort could be improved.",positive,fin,885.0
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. The post discusses the impact of climate change on marine life and offers potential solutions to mitigate its effects.,neutral,fin,886.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a sharp decline today, with major indices falling by over 3%. Analysts attribute this drop to concerns over inflation and rising interest rates.",negative,fin,887.0
"What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The Federal Reserve announced an interest rate hike to combat rising inflation, causing a drop in stock prices across various sectors.",strong negative,fin,888.0
What is the sentiment of this article? Please choose an answer from {positive/neutral/negative}. The latest research study on climate change highlights the urgent need for global action to combat rising temperatures and extreme weather events.,positive,fin,889.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a new partnership agreement with a leading technology firm to enhance its product offerings.,positive,fin,890.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company reported a 15% growth in revenue compared to the same period last year.,positive,fin,891.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The unemployment rate in the country decreased to 4.5% in the last quarter.,positive,fin,892.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest study by Harvard University reveals breakthrough findings in cancer research, showcasing promising results in early detection methods.",positive,fin,893.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today following news of a major company bankruptcy.,negative,fin,894.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a major breakthrough in renewable energy technology.,positive,fin,895.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. A new study suggests that drinking green tea may help improve brain function and reduce the risk of Alzheimer's disease.,positive,fin,896.0
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced a significant increase in quarterly revenue, exceeding analyst expectations.",positive,fin,897.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new electric car model by Tesla is receiving rave reviews for its performance and sustainability features. https://t.co/X6VjFkQ7r9,positive,fin,898.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Amazon acquires MGM Studios in a blockbuster deal.,positive,fin,899.0
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple announces record-breaking sales for the latest iPhone model.,positive,fin,900.0
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The government announces a new stimulus package to boost economic recovery.,positive,fin,901.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new XYZ phone has an amazing camera and long-lasting battery, but the screen resolution could be better.",positive,fin,902.0
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop has a sleek design and fast performance, but the battery life is quite short.",mixed,fin,903
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The company announced a significant increase in profits for the third consecutive quarter.,positive,fin,904
"What is the sentiment of this press release? Please choose an answer from {negative/neutral/positive}. Amazon announces plans to invest $700 million to upskill 100,000 employees for in-demand jobs.",positive,fin,905
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today due to concerns over rising inflation rates and global trade tensions.,negative,fin,906
What is the sentiment of this customer review? Please choose an answer from {negative/neutral/positive}. The product exceeded my expectations and I will definitely be purchasing from this company again.,positive,fin,907
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film received mixed reviews from critics, with some praising the acting performances while others criticized the plot pacing.",neutral,fin,908
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has a diverse menu with unique flavors and excellent service.,positive,fin,909
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone features a larger screen and longer battery life compared to previous models.,positive,fin,910
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The company announced a major recall of its popular product due to safety concerns.,mildly negative,fin,911
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new smartphone model XYZ has impressive features and a sleek design, making it a top contender in the market.",positive,fin,912
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The cinematography and acting in this film were exceptional, but the plot was lacking in depth.",neutral,fin,913
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new research study reveals promising results in the fight against climate change, showcasing innovative technologies for renewable energy.",positive,fin,914
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop offers fast performance and a sleek design, but some users have reported issues with overheating during extended use.",neutral,fin,915
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 13 features improved camera capabilities and longer battery life.,positive,fin,916
What is the sentiment of this tweet? Please choose an answer from {negative/neutral/positive}. Apple stock reaches all-time high after impressive quarterly earnings report,positive,fin,917
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Apple Inc. reported a 33 percent rise in quarterly revenue thanks to strong sales of iPhones and iPads.,mildly positive,fin,918
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The global economy is expected to shrink by 4.4% this year, according to the International Monetary Fund.",negative,fin,919
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant drop today, with major indices falling by over 3% due to concerns about rising inflation rates and potential interest rate hikes.",negative,fin,920
"What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has a great ambiance and friendly staff, but the food was mediocre at best.",mixed,fin,921
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The company announced a new sustainability initiative to reduce carbon emissions by 50% over the next five years.,positive,fin,922
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Coca-Cola reports a decrease in sales for the first quarter of 2021.,negative,fin,923
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This new smartphone boasts a sleek design and impressive camera features, making it a popular choice among tech enthusiasts.",positive,fin,924
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This vacuum cleaner is lightweight and easy to maneuver, but it lacks strong suction power.",neutral,fin,925
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has received mixed feedback from customers.,neutral,fin,926
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The company announced a partnership with a major tech firm to develop new AI-driven products.,mildly positive,fin,927
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town offers a unique dining experience with its innovative menu and cozy ambiance.,positive,fin,928
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Are Tesla and Rivian leading the electric vehicle revolution?,positive,fin,929
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone model includes enhanced camera features and longer battery life.,positive,fin,930
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Despite facing challenges in the market, this tech company recently launched a new innovative product that has received positive reviews.",moderately positive,fin,931
What is the sentiment of this book review? Please choose an answer from {negative/neutral/positive}. The highly anticipated novel by renowned author J.K. Rowling has received mixed reviews from critics and readers alike.,neutral,fin,932
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera quality of the new smartphone exceeded my expectations, but the battery life was disappointing.",positive,fin,933
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town offers a unique dining experience with delicious food and exceptional service.,positive,fin,934
What is the sentiment of this article? Please choose an answer from {positive/neutral/negative}. A new study suggests that regular exercise can improve mental health and reduce symptoms of anxiety and depression.,positive,fin,935
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,Please provide the product review for sentiment analysis.,fin,936
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a sharp drop today due to concerns over inflation and rising interest rates.,negative,fin,937
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new iPhone 12 features a sleek design and improved camera quality.,positive,fin,938
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Apple announces record-breaking revenue for Q4 2021, driven by strong iPhone sales and growth in services and wearables segment.",positive,fin,939
What is the sentiment of this customer review? Please choose an answer from {negative/neutral/positive}. The product arrived on time and was exactly as described.,positive,fin,940
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,941
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Amazon's quarterly revenue surpasses $100 billion for the first time.,positive,fin,942
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Despite facing challenges in production, the company reported record-breaking sales numbers for the quarter.",positive,fin,943
What is the sentiment of this article? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Apple announces new iPhone release with innovative features and improved performance.,mildly positive,fin,944
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. According to a new study, eating dark chocolate every day is good for your heart health.",positive,fin,945
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,946
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Tesla's stock price reached an all-time high following the announcement of record-breaking vehicle deliveries in the latest quarter.,positive,fin,947
What is the sentiment of this customer review? Please choose an answer from {negative/neutral/positive}. The product arrived damaged and customer service was unhelpful in resolving the issue.,negative,fin,948
"What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. The CEO of Tesla, Elon Musk, announced plans to invest in developing a new sustainable energy source that could revolutionize the renewable energy industry.",moderately positive,fin,949
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company announced a partnership with a major tech firm to launch a new product line.,positive,fin,950
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The new XYZ smartphone has a sleek design and impressive camera quality, but the battery life is disappointing.",mixed,fin,951
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive} - 'The performances in the film were outstanding, but the plot felt lacking in depth.'",positive,fin,952
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,953
What is the sentiment of this blog post? Please choose an answer from {negative/neutral/positive}. The new iPhone model features a revolutionary camera technology that promises stunning image quality.,positive,fin,954
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. Samsung Galaxy S20 Ultra: A comprehensive review of the features and performance.,neutral,fin,955
What is the sentiment of this news? Please choose an answer from {strong negative/moderately negative/mildly negative/neutral/mildly positive/moderately positive/strong positive}. Apple unveils new iPhone with innovative features such as enhanced camera capabilities and longer battery life.,mildly positive,fin,956
What is the sentiment of this article? Please choose an answer from {bearish/bullish/neutral}. Tesla's stock price surges after announcing record-breaking vehicle deliveries for the quarter.,bullish,fin,957
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. The camera quality of the new smartphone is exceptional, capturing sharp and vibrant images.",positive,fin,958
What is the sentiment of this article? Please choose an answer from {bearish/neutral/bullish}.,neutral,fin,959
What is the sentiment of this article headline? Please choose an answer from {negative/neutral/positive}. Amazon announces plans to expand into healthcare industry with new acquisition,positive,fin,960
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The company reported a 20% increase in revenue for the third quarter of this fiscal year.,positive,fin,961
What is the sentiment of this article? Please choose an answer from {very negative/negative/neutral/positive/very positive}. The global economy is facing challenges due to rising inflation and supply chain disruptions.,negative,fin,962
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Apple's new iPhone launch event receives mixed reviews from tech experts.,neutral,fin,963
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The acting was superb and the plot kept me on the edge of my seat.,positive,fin,964
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}.,neutral,fin,965
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The latest study on climate change predicts a 2-degree Celsius increase in global temperatures by 2100.,positive,fin,966
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. SpaceX successfully launches 60 Starlink satellites into orbit.,positive,fin,967
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. SpaceX successfully launches 60 Starlink satellites into orbit to expand global internet coverage.,positive,fin,968
What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film's stunning visuals and captivating storyline have left audiences in awe.,positive,fin,969
What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Apple announces record-breaking sales for the latest iPhone model.,positive,fin,970
What is the sentiment of this article? Please choose an answer from {pessimistic/optimistic/neutral}. Tesla unveils its new electric vehicle model with groundbreaking battery technology.,optimistic,fin,971
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The new iPhone release has been highly anticipated by tech enthusiasts around the world.,positive,fin,972
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. The stock market experienced a significant downturn today due to concerns over rising inflation and interest rates.,negative,fin,973
"What is the sentiment of this movie review? Please choose an answer from {negative/neutral/positive}. The film received mixed reviews from critics, with some praising the performances but criticizing the plot pacing.",neutral,fin,974
What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Exploring the impact of artificial intelligence on job automation in the next decade.,neutral,fin,975
"What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}. This laptop has excellent performance and a sleek design, but the battery life is shorter than expected.",positive,fin,976
"What is the sentiment of this article? Please choose an answer from {negative/neutral/positive}. Despite facing challenges in production, Tesla reported record-breaking delivery numbers for the quarter, exceeding market expectations.",positive,fin,977
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. The latest earnings report from Amazon.com Inc. (AMZN) exceeded analyst expectations, with strong growth in its cloud computing segment.",positive,fin,978
What is the sentiment of this article excerpt? Please choose an answer from {negative/neutral/positive}. The company's stock price plummeted after disappointing quarterly earnings results were announced.,negative,fin,979
What is the sentiment of this product review? Please choose an answer from {negative/neutral/positive}.,,fin,980
What is the sentiment of this review? Please choose an answer from {negative/neutral/positive}. The new restaurant in town has a variety of delicious dishes to offer.,positive,fin,981
"What is the sentiment of this news? Please choose an answer from {negative/neutral/positive}. Despite facing challenges in the current market, this company has successfully diversified its product offerings.",positive,fin,982
What is the sentiment of this customer review? Please choose an answer from {negative/neutral/positive}. The product arrived earlier than expected and was exactly as described. Highly recommend!,positive,fin,983
